unique_id,billed_entity_name,billed_entity_number,billed_entity_phone,billed_entity_email,billed_entity_city,billed_entity_state,billed_entity_zip
45933d5d-2b53-46bd-845f-6fa9b9fd5d7f,PUBLIC LIBRARY OF CHARLOTTE/MECKLENBURG COUNTY,126971,980-314-2138,BSSABFM@MecklenburgCountyNC.gov,CHARLOTTE,NC,28208
0b58951c-1c93-4690-b47f-1e8dd5da800e,GREENWICH PUBLIC SCHOOLS,122616,203-625-7400,,GREENWICH,CT,06830
66ec79cc-94d5-4f3b-b388-11c41e6dd91b,CENTREVILLE ACADEMY,43913,601-645-5940,dlemoine@centervilleacademy.org,CENTREVILLE,MS,39631
310b6fec-13a2-4611-88c1-8c4025117d1e,ST. KATHARINE DREXEL PREPARATORY HIGH SCHOOL,16075362,504-899-6061,cwilliams@drexelprep.com,NEW ORLEANS,LA,70015
da53b556-9419-4f86-8f60-c4588aaf87b1,KNOXVILLE PUBLIC LIBRARY,136089,309-289-2113,knoxvillepl@gmail.com,KNOXVILLE,IL,61448
6d116259-6f21-4165-8c2e-0e2cae7984e5,SADDLE BROOK BOE,122952,201-843-2133,,SADDLE BROOK,NJ,07663
2e9b5efd-0d02-4db2-b131-9460296e172c,Arrow Academy of Excellence,17028243,901-207-1891,,Memphis,TN,38111
bd61a846-064a-497c-96f2-9bc5accb893d,PINON COMMUNITY SCHOOL,98841,928-725-3234,sheldon.gilmore@pcswarriors.com,PINON,AZ,86510
3c8f0bea-6b27-4a1b-a839-015bf3c76b98,CAMP POINT PUBLIC LIBRARY,136516,217-593-7021,,CAMP POINT,IL,62320
8ba93732-be12-460a-a9ae-71d438845d08,BLANDINSVILLE HIRE DIST LIB,136073,309-652-3166,blanhire@mtcnow.net,BLANDINSVILLE,IL,61420
70216b49-a8f6-4183-af63-ad2271b45864,FernLeaf Community Charter School,17004494,828-684-3645,michael.luplow@fernleafccs.org,Fletcher,NC,28732
02c2f62e-4a1a-4460-a265-4389a48c9303,Movement Charter School,17016634,704-585-1356,jamie.sumter@movementschool.com,CHARLOTTE,NC,28208
e99eee18-1706-46a4-9ba0-7b00d103e59b,CROOK COUNTY UNIT SCHOOL DISTRICT,145091,541-447-5666,anna.logan@crookcountyschools.org,PRINEVILLE,OR,97754
0065eae5-1c22-4f29-aff3-ec6d73edbdb4,Valdez City Schools,17000472,907-834-4700,acockerham@valdezcityschools.org,Valdez,AK,99686
03a11bf0-6eed-48a9-aae4-f44f27c5a576,WESTERN  CUSD 12,16043706,217-335-2323,jmartin@westerncusd12.org,BARRY,IL,62312
9adfffaf-bffd-4769-b7ca-f102842e3b71,CHADDOCK SCHOOL,72798,217-222-0034,,QUINCY,IL,62301
2746b35e-2a5b-431c-bfd7-66e89af7f744,GREATER WEST CENTRAL PUB LIB,136512,217-392-2211,gwclibraries@yahoo.com,AUGUSTA,IL,62311
0c65b069-1e80-45b7-8562-68b9e5f8ab26,PHILADELPHIA SCHOOL DISTRICT,126161,215-400-4440,rfw@philasd.org,PHILADELPHIA,PA,19130
87ada647-8855-4fcf-9475-377127c1d1e3,LOUISIANA SCHOOL FOR THE DEAF,81293,225-757-3342,rgayle@lsdvi.org,BATON ROUGE,LA,70820
e15c8005-90fc-425c-ac0f-87d4b5bed451,PARADISE USD 399,138095,785-885-4843,cellis@natoma-usd399.net,NATOMA,KS,67651
b6b8e1e8-d545-4911-b5ca-c700c3fb423a,ROCK HILLS USD 107,137802,785-378-3102,bcox@usd107.org,MANKATO,KS,66956
3ab37bf9-1591-4a07-a1eb-b71460ecd315,SMITH CENTER USD 237,137808,785-282-6665,hobelmann@usd237.com,SMITH CENTER,KS,66967
73d68790-dbe2-4e35-a728-317ac6887e3d,SOUTHERN CLOUD  USD 334,137980,785-427-3334,ssimmons334@usd334.org,MILTONVALE,KS,67466
a73ea208-1f0b-4d0e-b141-7a2eee6cd158,THUNDER RIDGE SCHOOLS USD 110,16049699,785-476-2218,swangerin@usd110.net,KENSINGTON,KS,66951
e519f8c5-9472-46de-ab81-252c976291ec,TRI COUNTY EDUCATIONAL FOUNDATION,17019079,601-879-8517,TOM.TAYLOR@TRICOUNTYACADEMY.ORG,FLORA,MS,39071
3ca3dc2c-b270-4f5d-a150-253626c1e5e6,SHAKER HEIGHTS CITY SCH DIST,129488,216-295-1400,,SHAKER HEIGHTS,OH,44120
f977fa0f-15e8-47fc-b74f-f3517607a921,SHAKER HEIGHTS CITY SCH DIST,129488,216-295-1400,,SHAKER HEIGHTS,OH,44120
74799c48-d1b4-4c13-bd39-e40a0adfd46d,WACO INDEP SCHOOL DISTRICT,141139,254-755-9504,sheryl.davis@wacoisd.org,WACO,TX,76701
55434537-0e06-46f0-b414-093c689ac414,Mil Máscaras Academy Inc.,17014802,787-849-1423,milmascarashorm@yahoo.com,Hormigueros,PR,00660
4cac4468-5912-4cd1-9ba9-2ecace72ec37,LAUREL-JONES COUNTY LIBRARY,128678,601-428-4313,karyn.walsh@laurel.lib.ms.us,LAUREL,MS,39440
72233584-8d1f-4018-afbf-8466fa3b21f7,ABILENE USD 435,137961,785-263-2630,mliby@abileneschools.org,ABILENE,KS,67410
3603053e-784a-457e-9afc-1c6f4089d98f,BARNES USD 223,137784,785-763-4231,bbruna@usd223.org,BARNES,KS,66933
1407cd1a-c222-4373-b735-dd7578fe3ac5,CHAPMAN USD 473,137971,785-922-6521,kcook@473mail.net,CHAPMAN,KS,67431
a2c0d13d-9245-48b6-a17b-b435ab51d0b7,PEABODY-BURNS USD 398,137776,620-983-2198,,PEABODY,KS,66866
2bfaf14c-4d66-4b50-b8e2-5a99bb8d27e8,STERLING USD 376,138065,620-278-3621,techcoord@usd376.com,STERLING,KS,67579
f20f3c6a-0134-43cf-857a-99515be65d6f,STOCKTON USD 271,138110,785-425-6367,bbasart@usd271.com,STOCKTON,KS,67669
fab154aa-38ae-4aec-8b64-49d384b41aab,TWIN VALLEY USD 240,137965,785-488-3325,leverhart@usd240.org,BENNINGTON,KS,67422
6f9aab55-8416-499b-bac5-10a35334ef22,VICTORIA USD 432,138111,785-735-9212,mschmidt@ruraltel.net,VICTORIA,KS,67671
b4cc8497-9afa-41cc-8365-4447398d70ae,CATHOLIC SCHOOLS OF THE DIOCESE OF SALINA,137959,785-827-8746,geoff.andrews@salinadiocese.org,SALINA,KS,67401
5470796f-d4a7-471f-a954-71d9d50af275,Guidance Academy,17028160,414-312-8755,office@guidanceacademy.org,South Milwaukee,WI,53217
814c6269-faf6-4e7c-9b14-f2381a849641,SWEET HOME SCHOOL DISTRICT 55,144972,541-367-7122,,SWEET HOME,OR,97386
b4bff36a-255d-41a4-b757-384f151db27c,SWEET HOME SCHOOL DISTRICT 55,144972,541-367-7122,,SWEET HOME,OR,97386
cfb43c23-e986-4ec0-a313-d59de7e42f77,InterMountain Education Service District,17035137,541-966-3221,,PENDLETON,OR,97801
ea76d8ce-34ce-411a-97c7-4c4dbcfa14b6,KEYES UNION SCHOOL DISTRICT,144376,209-669-2921,,KEYES,CA,95328
d699ab27-1ae7-413b-bf16-8dd0f3f7b4e6,UPPER WEST SHORE SCH DIST 33,135186,406-849-5484,,DAYTON,MT,59914
953f45a7-147b-42f4-a4f4-23404e94b1dc,WAYZATA SCHOOL DISTRICT 284,133623,763-745-5101,,PLYMOUTH,MN,55447
be4a5ef6-8862-433b-9552-5d9eacdae305,ROOSEVELT CHARTER ACADEMY,94463,719-637-0311,emorales@rca-csprings.org,COLORADO SPRINGS,CO,80910
a3cf3609-69d6-41be-9b0f-3539370b3026,AROCK SCHOOL DISTRICT 81,145157,541-586-2325,sarah.erstrom@malesd.org,AROCK,OR,97902
71288b48-05c2-4c72-97db-c3139fc8647f,NA WAI OLA,221860,808-968-2318,msambueno@nawaiolapcs.org,Mt. View,HI,96771
ba6eff95-f188-4403-8f6d-22e25607c946,Borden-Henryville School Corporation,17023582,812-913-9630,,Memphis,IN,47143
17d15e2a-2816-4f00-ae3a-933f8e9ccbbf,EAST FORK LUTHERAN SCHOOL,98558,928-338-4455,jonathanb@nativechristians.org,Whiteriver,AZ,85941
416964c6-9215-42aa-918d-1f05886096fd,LA SCHOOL FOR VISUALLY IMPAIRED,81294,225-757-3343,deller@lsdvi.org,BATON ROUGE,LA,70820
c93ce411-455a-4c81-b411-4528125bcd78,AUBURN SCHOOL DISTRICT 408,145171,253-931-4900,,AUBURN,WA,98002
fde1f11d-b7cb-46ae-a0ff-877b008bc37a,RIVER BEND YOUTH CORRECTIONS FACILITY,231753,541-663-8801,erate@imesd.k12.or.us,LA GRANDE,OR,97850
ba140d58-67ef-491c-8e1a-0417187b4471,PARADISE EDUCATION CENTER DISTRICT,16059433,623-975-2646,,SURPRISE,AZ,85388
8e4423a5-0fd3-4d14-abc9-c2e7acc4ac1f,CRESCENT VIEW WEST,17002196,661-272-1225,erate@cvwest.org,Fresno,CA,93726
9bb9a5cb-9291-48bd-937c-52a29012122d,Diego Hills Central Public Charter School,17014059,661-272-1225,erate@dhcentralcharter.org,SAN DIEGO,CA,92115
b7d5078f-9be6-4f15-a929-fb48dfbac55e,Diego Valley East Public Charter School,17014061,661-272-1225,erate@diegovalleyeast.org,El Cajon,CA,92021
b7d06f0a-9eb4-4b77-b642-fd28793f192d,LIFE SKILLS CENTER OF PONTIAC,16027436,661-272-1225,erate@pontiac.flexhigh.org,PONTIAC,MI,48342
1a1d6eb0-c4b6-4019-85a9-40a145f4aaa7,PARAGON SCIENCE ACADEMY,16052002,480-814-1600,,CHANDLER,AZ,85224
8b790c9f-fe79-4cc2-af87-63edb179f65e,IDALIA SCHOOL DISTRICT RJ3,226902,970-354-7298,ihsbusiness@gmail.com,IDALIA,CO,80735
62a07e7f-b3a6-4604-8507-5b12176911fc,CENTREVILLE ACADEMY,43913,601-645-5940,dlemoine@centervilleacademy.org,CENTREVILLE,MS,39631
6779ccaf-8f49-4eed-8a87-41f1c7edf9d4,DELAWARE DIVISION OF LIBRARIES,126301,302-257-3004,accounting@lib.de.us,DOVER,DE,19901
032c5c04-e939-49af-bd48-a063ea5c285e,Calhoun County School District,127522,229-545-7231,janewalden@calhoun.k12.ga.us,Morgan,GA,39866
a99cb15b-f8fd-4fa4-aa8d-b86694a89731,MACON COUNTY PUBLIC LIBRARY SYSTEM,128230,615-666-4340,maconcountypubliclibrary@gmail.com,LAFAYETTE,TN,37083
c3cd5cd7-0ae2-4c29-9cdf-590528ebd0a1,State of Delaware-DTI,153062,302-739-9649,mark.cabry@state.de.us,Dover,DE,19904
d0b70752-e5af-4080-b055-3279d04e6eea,MT VERNON INDEP SCHOOL DIST,140601,903-537-2546,,MT VERNON,TX,75457
180d1aba-4a8e-4718-86af-a19720c18451,PA State PEPPM Consortium (Central Susquehanna Intermediate Unit),17000299,570-523-1155,jtschell@comcast.net,Milton,PA,17847
bb7f06b7-2af1-4f4a-9369-884da16f1dc6,BROKEN ARROW SCHOOL DISTRICT 3,140044,918-259-7445,agbowser@baschools.org,BROKEN ARROW,OK,74012
e19c2680-0c6e-47db-bb77-c9609a2f7b84,MOUNT CARMEL PUBLIC LIBRARY,136758,618-263-3531,trcklc@hotmail.com,MOUNT CARMEL,IL,62863
7f5e5944-c749-4fb4-b104-01b1367cc4fe,NORFOLK PUBLIC LIBRARY SYSTEM,126529,757-664-7328,,NORFOLK,VA,23502
7e2574f0-92b3-432e-b987-b2433f56d795,ONEIDA PUBLIC LIBRARY,200657,423-569-8634,oneidaplib290@gmail.com,ONEIDA,TN,37841
753ddc1e-a7dd-4351-86ad-559479997758,BARBOUR COUNTY SCHOOL DISTRICT,126766,304-457-3030,,PHILIPPI,WV,26416
4544eb15-3229-4fc1-892f-069e6cd6c505,BROOKE COUNTY SCHOOL DISTRICT,126722,304-527-1410,rlbrown@k12.wv.us,WELLSBURG,WV,26070
74ed3501-1db5-4630-a9ca-a0b591b9b253,Xavier Jesuit Academy,17035116,513-278-3969,,CINCINNATI,OH,45237
12a3aaef-bb9d-47d9-888a-f1867d1efbe9,Alpine Public Library,142088,432-837-2621,director@alpinepubliclibrary.org,ALPINE,TX,79830
103169b4-0d31-4a62-bc1f-d26b21fbafa2,City of Sinton,17017325,361-364-2381,,Sinton,TX,78387
98786d4d-db53-495b-901c-26a24e261d5d,COPPERAS COVE PUBLIC LIBRARY,141052,254-547-3826,,COPPERAS COVE,TX,76522
a46479e2-52a3-4006-bbb8-97c113935e15,HUGHES SPRINGS AREA PUBLIC LIBRARY,16073049,903-639-1332,info@hsalibrary.org,HUGHES SPRINGS,TX,75656
7e548a35-5766-423d-b150-3475f5264e4f,QUITMAN PUBLIC LIBRARY,140740,903-763-4191,quitmanlibrarian@gmail.com,QUITMAN,TX,75783
f1813937-6183-482e-be2f-9b255c0a3c45,COLEMAN PUBLIC LIBRARY,141158,915-625-3043,,COLEMAN,TX,76834
8819385e-d803-41f0-b1c0-cbbabe79d0ef,MARSEILLES PUBLIC LIBRARY,136005,815-795-4437,,MARSEILLES,IL,61341
940f05e0-c4d0-4021-bbdc-7421cfd74a42,HOOSIC VALLEY CENTRAL SCHOOL DISTRICT,124107,518-753-4450,,SCHAGHTICOKE,NY,12154
68e2d236-3523-4bb7-ae93-ba0ce7b0bbe1,BETHLEHEM AREA PUBLIC LIBRARY,125904,610-867-3761,dsolove@bapl.org,BETHLEHEM,PA,18018
8556a93f-492d-4210-8c6e-deeed7b27160,WPLS-Main Branch,17004581,580-323-0974,misty.crider@wplibs.com,CLINTON,OK,73601
4c41c502-a01d-41b0-bd9a-2e1d4a18d4f4,QUEENSBURY UNION FREE DISTRICT,124287,518-793-8811,,QUEENSBURY,NY,12804
f462c365-dce8-452d-830e-c52d519bda86,AVON LOCAL SCHOOL DISTRICT,129402,440-937-4680,,AVON,OH,44011
77f8a55f-8307-42f9-a5c8-e914b81e8aed,INDEPENDENCE SCHOOL DISTRICT,129504,216-642-5850,,CLEVELAND,OH,44131
7464d10a-769f-4a6d-b57e-39d70c89afdb,MSD LAWRENCE TOWNSHIP,130282,317-423-8348,stevengoeglein@msdlt.k12.in.us,INDIANAPOLIS,IN,46236
9fbdec39-0174-451f-989a-6ac77deee4cc,TELLURIDE SCHOOL DISTRICT R 1,142443,970-728-6617,kolson@telluride.k12.co.us,TELLURIDE,CO,81435
367ba9b9-9522-4ef8-8eb9-56b6770dd310,CAMP WOOD PUBLIC LIBRARY,209459,830-597-3208,cwpublib@swtexas.net,CAMP WOOD,TX,78833
581da02f-9742-44e9-adc4-ec4cfaeffd3e,COLDSPRING AREA PUBLIC LIBRARY,141244,409-653-3104,capl@eastex.net,COLDSPRING,TX,77331
884baba1-936c-4aee-b293-3c4cfc3be5a8,BRIDGEWATER-RAYNHAM REG DIST,120746,508-824-2730,,RAYNHAM,MA,02767
4b6efe2f-fe4a-4a4e-9e39-50b7eba555c1,ELGIN PUBLIC LIBRARY,141703,512-281-5678,heather.fowler@elgintexas.gov,ELGIN,TX,78621
4a7ccb7b-da90-4bae-a40c-c0c7bfba332e,Honey Grove Library & Learning Center,140588,903-378-2206,sherwood@honeygrove.org,HONEY GROVE,TX,75446
6fee01b6-e571-4772-b681-244010bccd5c,MARFA PUBLIC LIBRARY,142100,432-729-4631,,MARFA,TX,79843
f5f38b6d-e235-4e61-8460-aeba278c96d4,WINTERS PUBLIC LIBRARY,142035,915-754-4251,,WINTERS,TX,79567
426a905b-937c-4c17-aaa1-2241a3d5304a,A B C UNIFIED SCHOOL DISTRICT,143519,562-926-5566,,CERRITOS,CA,90703
fde17d31-1b5b-4329-9792-8ceced6bdeea,BRYAN COUNTY SCHOOL DISTRICT,127460,912-851-4000,rbetz@bryan.k12.ga.us,BLACK CREEK,GA,31308
90529c94-9a10-41ca-bfab-85001f0587f3,ALDAR ACADEMY,111759,408-394-8408,ed@aldaracademy.org,SACRAMENTO,CA,95821
a406ebf7-4b52-44eb-8388-dcbc96418ff7,"CAPSLO- COMMUNITY ACTION PARTNERSHIP OF SAN LUIS OBISPO COUNTY, INC.",16044291,805-544-4355,administrator@capslo.org,SAN LUIS OBISPO,CA,93401
ddb90ca6-1052-4093-8dbc-8c3862a93edc,Tennessee State Library and Archives,17018964,615-741-1923,erate.tsla@tn.gov,NASHVILLE,TN,37219
511d0484-987f-4f75-99fc-b41eb3cbe167,ELKO COUNTY SCHOOL DISTRICT,143437,775-738-5196,mrobinson@ecsdnv.net,ELKO,NV,89801
501d9dd4-f1b3-4ac6-935a-c22f117a0205,ELKO COUNTY SCHOOL DISTRICT,143437,775-738-5196,mrobinson@ecsdnv.net,ELKO,NV,89801
0af7f090-5050-4750-8b66-0d28dccabb72,PINE EAGLE SCHOOL DISTRICT 61,145121,541-742-2550,lbutler@pineeaglesd.org,HALFWAY,OR,97834
f7fcb466-d7d6-4a01-9ed3-f5b721f64a19,LOCKPORT PUBLIC LIBRARY,124812,716-433-5935,,LOCKPORT,NY,14094
fce8daf6-84fe-4258-854d-4feb69bb1009,INDIANAPOLIS MARION COUNTY PUBLIC  LIBRARY,224210,317-275-4910,,INDIANAPOLIS,IN,46208
05d084f6-5e62-48fd-b967-44df25e62481,FAITH CHRISTIAN ACADEMY,28271,919-734-8700,,GOLDSBORO,NC,27530
88513cd6-20bf-40f5-b341-abd212bf1552,LOWER YUKON SCHOOL DISTRICT,145592,907-591-2411,,MOUNTAIN VLG,AK,99632
24957113-4fd1-45c1-b5cc-a00a77f35741,WALLER INDEP SCHOOL DISTRICT,141303,936-931-3685,,WALLER,TX,77484
9a7a9595-6f85-4759-bd32-422ae1308bcf,Centro Tecnológico Buena Vista,17003608,787-923-3366,abisainieves@yahoo.es,Humacao,PR,00792
15a0edf7-9b6e-4c56-b68b-72d942d2a697,MIDVIEW LOCAL SCHOOL DISTRICT,129426,440-926-3737,,GRAFTON,OH,44044
866c9a01-e994-4ded-94c5-4bc36861997f,MOUNT PLEASANT COTTAGE SCHOOL UFSD,216860,914-769-0456,,PLEASANTVILLE,NY,10570
8377ed69-4d73-47aa-a586-4d2da94541ae,NORTH SALEM CENTRAL SCH DIST,123667,914-669-5414,,NORTH SALEM,NY,10560
3e901b5d-1164-48e8-9bc5-02c98e9bff9b,PEEKSKILL CITY SCHOOL DISTRICT,123671,914-737-3300,,PEEKSKILL,NY,10566
799ded5b-7715-49f9-b4a9-e2bb90ca30c4,TARRYTOWN UNION FREE SCHOOL DISTRICT,123693,914-631-9404,,Tarrytown,NY,10591
9d39e548-37b1-4469-86a5-0b2d1f3c5693,COLD SPRING HARBOR CTRL DIST,123910,631-367-5900,,COLD SPG HBR,NY,11724
405d92da-db59-4ebb-a533-40d0076b57c1,HARBORFIELDS CENTRAL SCH DIST,123922,631-754-5320,,GREENLAWN,NY,11740
9c16cd09-a9eb-4575-bc44-28cdd726bbc9,SOUTH HUNTINGTON UN FREE DIST,123929,631-812-3000,,HUNTINGTON STATION,NY,11746
7e54bd7e-5794-4de3-b0c6-f5369a98adc3,BROOKHAVEN-COMSEWOGUE SCH DIST,123962,631-474-8100,,PORT JEFFERSON STATION,NY,11776
f35341e9-44db-4bbf-a510-ad40e9153bc7,NORTH BABYLON UN FREE SCH DIST,123884,631-620-7050,,NORTH BABYLON,NY,11703
ea305297-9f65-4539-97a7-a8c467aada6f,LINDENHURST PUBLIC SCHOOL DIST,123944,631-867-3080,jfreedman@lufsd.org,LINDENHURST,NY,11757
e24bff61-2a3e-4e97-8aec-0af15cabab2b,KINGS PARK CENTRAL SCHOOL DIST,123939,631-269-3310,,KINGS PARK,NY,11754
4f6bf2d5-3b2a-4352-84cc-abe73641d565,MISSOURI RESEARCH AND EDUCATION NETWORK,152265,573-882-8429,schneider@more.net,COLUMBIA,MO,65203
294f90fc-5e0c-49b0-98eb-bf11c2ff61f3,BAYPORT BLUE PT UN FREE DIST,123887,631-472-7860,lfrontario@bbpschools.org,BAYPORT,NY,11705
1cc5c86a-6a30-410c-87f7-7160cdfe34b4,COLUMBUS METROPOLITAN LIBRARY,129176,614-645-2275,,COLUMBUS,OH,43215
344cdec0-9739-414b-bd0b-722e9d37fbff,Komarek School District 94,135721,708-447-8030,dave.erfs@att.net,Riverside,IL,60546
be788398-fa3d-40d6-bd78-a8025d9d6257,PIERCE JOINT UNIF SCH DISTRICT,144627,530-476-2892,erate@adtechgroup.com,ARBUCKLE,CA,95912
55da8c03-2e06-4f57-9253-9f6712d11364,EVANSTON TOWNSHIP HIGH SCHOOL DIST 202,69128,847-492-3836,,EVANSTON,IL,60201
7d7793f5-9101-40a4-a41f-6a92f9783190,ALLAMUCHY TOWNSHIP SCHOOL DIST,123042,908-852-2139,,ALLAMUCHY,NJ,07820
08196b65-08a6-4dba-b754-237d53b00420,FISHERS ISLAND UN FR SCH DIST,122441,631-788-7444,,FISHERS ISLAND,NY,06390
70c97c2f-a27b-4cc1-87a7-8a459bb53f7f,ALLOWAY TWP SCHOOL DISTRICT,123155,609-935-1622,,ALLOWAY,NJ,08001
53baca1c-ec89-43c0-9054-51db70fa3484,ALLEN VILLAGE SCHOOL,209279,816-931-0177,bstarks@allenvillageschool.com,KANSAS CITY,MO,64111
6ed8701f-0fc0-400d-bc6c-6f6e34e862ad,FOUNDATION ACADEMY CHARTER SCHOOL,16039767,609-695-7800,,TRENTON,NJ,08608
b8913eda-2e40-4cf3-a4fc-b5fd5e1639fd,MORGAN INDEP SCHOOL DISTRICT,141125,254-635-2311,,MORGAN,TX,76671
488e9c03-9edb-4747-a3a6-81938d255fec,FRANKFORD TWP ELEM SCHOOL,8130,973-948-3727,lessardc@frankfordschool.org,BRANCHVILLE,NJ,07826
2d0ef0cf-642f-45fe-9990-3f0b4ec0a25b,WHITNEY INDEP SCHOOL DISTRICT,141134,254-694-2254,melody.haley@whitneyisd.org,WHITNEY,TX,76692
c6c51d09-088e-4151-b02e-ac0f71505e1b,New Hanover Township School,123453,609-723-2139,,Wrightstown,NJ,08562
df4b4ed9-e6db-4705-81c1-2e9f693d1a91,ARDSLEY UNION FREE SCHOOL DIST,123618,914-693-6300,,ARDSLEY,NY,10502
bc22fda4-5383-4590-97bb-00395a5c5543,ASPEN SCHOOL DISTRICT NO 1,142452,970-925-3460,jpfeifer@aspenk12.net,ASPEN,CO,81611
