application_number,request_for_proposal_document,rfp_identifier,rfp_upload_date,total_services_requested,certified_date_time
240000116,,false,,1,2023-12-18T15:31:51.000
240000118,http://publicdata.usac.org/SL/Prd/Form470/17020733/240000118/Memphis%20Merit%20%20C1%20RFP%20FY2024.pdf,true,2023-07-30T17:07:24.000,1,2023-07-30T17:28:21.000
240000119,http://publicdata.usac.org/SL/Prd/Form470/17016091/240000119/Clarksdale%20Collegiate%20C1%20RFP%20FY2024.pdf,true,2023-07-30T17:07:01.000,1,2023-07-30T17:39:59.000
240000121,,false,,1,2024-03-11T11:41:22.000
240000122,http://publicdata.usac.org/SL/Prd/Form470/337349/240000122/Mooresville%20Public%20Library%20MIBS%20RFP%20for%20FY2024.docx,true,2023-07-31T14:07:52.000,1,2023-07-31T14:33:51.000
240000125,http://publicdata.usac.org/SL/Prd/Form470/340788/240000125/GE_DarkFiber_LitFiberService_RFQ_2024.docx,true,2023-08-21T14:08:41.000,4,2023-08-21T14:01:39.000
240000132,,false,,1,2023-08-30T09:05:39.000
240000137,http://publicdata.usac.org/SL/Prd/Form470/340767/240000137/KL_DarkFiber_LitFiberService_RFQ_2024.docx,true,2023-08-24T18:08:01.000,2,2023-08-24T18:17:59.000
240000143,http://publicdata.usac.org/SL/Prd/Form470/17027710/240000143/Life%20Academy%20C1%20RFP.pdf,true,2023-08-01T16:08:35.000,1,2023-08-01T16:01:33.000
240000144,http://publicdata.usac.org/SL/Prd/Form470/337529/240000144/Northwest%20Allen%20County%20School%20WAN%20Expansion%20FY2024.pdf,true,2023-08-02T15:08:49.000,13,2023-08-02T15:52:48.000
240000146,http://publicdata.usac.org/SL/Prd/Form470/334614/240000146/Request%20for%20Proposal%20Network%20Switches.pdf,true,2023-08-08T11:08:41.000,3,2023-08-02T09:49:31.000
240000152,,false,,1,2023-08-02T13:54:02.000
240000156,http://publicdata.usac.org/SL/Prd/Form470/351877/240000156/Echo%20SD_Addendum%201_470%20Cancellation.docx,true,2023-08-22T18:08:11.000,1,2023-08-18T16:00:18.000
240000157,,false,,10,2023-08-18T16:13:21.000
240000168,http://publicdata.usac.org/SL/Prd/Form470/400637/240000168/AS%20Fiber1.pdf,true,2023-12-18T08:12:44.000,40,2023-11-30T16:52:13.000
240000170,http://publicdata.usac.org/SL/Prd/Form470/401979/240000170/Education%20Explosion%20Addendum.pdf,true,2023-08-08T12:08:55.000,1,2023-08-03T14:58:25.000
240000194,,false,,1,2023-08-03T15:03:31.000
240000199,http://publicdata.usac.org/SL/Prd/Form470/334151/240000199/2024_2025%20CHARLOTTE%20MECKLENBURG%20WAN_INTERNET%20Questions_Responses%20V1.pdf,true,2023-08-28T12:08:42.000,24,2023-08-15T16:43:24.000
240000202,http://publicdata.usac.org/SL/Prd/Form470/329870/240000202/Greenwich%20PS%20Addenda%201%20Vendor%20Q_A.pdf,true,2023-10-16T08:10:24.000,1,2023-09-26T14:05:39.000
240000207,http://publicdata.usac.org/SL/Prd/Form470/256002/240000207/Centreville%20C1%20RFP.pdf,true,2023-08-05T14:08:49.000,1,2023-08-05T14:44:47.000
240000209,http://publicdata.usac.org/SL/Prd/Form470/290794/240000209/FCW%20C1%20RFP.pdf,true,2023-08-05T16:08:35.000,1,2023-08-05T16:06:33.000
240000212,http://publicdata.usac.org/SL/Prd/Form470/402896/240000212/Muslim%20C1%20RFP.pdf,true,2023-08-05T17:08:02.000,1,2023-08-05T17:46:01.000
240000214,http://publicdata.usac.org/SL/Prd/Form470/398284/240000214/C1%20470%20Timeline%20Addendum.pdf,true,2023-09-18T11:09:37.000,1,2023-08-05T19:54:15.000
240000215,http://publicdata.usac.org/SL/Prd/Form470/378601/240000215/QuestionAnswer.pdf,true,2023-09-18T11:09:42.000,1,2023-08-05T20:12:45.000
240000216,,false,,1,2023-08-07T09:48:25.000
240000217,,false,,1,2023-08-07T11:44:53.000
240000218,,false,,1,2023-08-07T11:44:42.000
240000219,,false,,1,2023-08-07T11:45:01.000
240000221,,false,,1,2023-08-07T11:44:41.000
240000222,,false,,1,2023-08-07T11:44:35.000
240000229,,false,,1,2023-08-07T16:17:57.000
240000230,,false,,2,2023-08-07T16:46:01.000
240000231,http://publicdata.usac.org/SL/Prd/Form470/17028243/240000231/Arrow%20Academy%20C1%20RFP.pdf,true,2023-08-08T13:08:11.000,1,2023-08-08T13:10:09.000
240000234,http://publicdata.usac.org/SL/Prd/Form470/308841/240000234/240000234%20QnA%201.docx,true,2023-09-28T15:09:18.000,1,2023-08-08T15:06:42.000
240000238,,false,,1,2023-08-08T14:35:09.000
240000239,,false,,1,2023-08-08T14:35:14.000
240000241,,false,,1,2023-08-08T14:35:23.000
240000243,,false,,1,2023-08-08T14:40:09.000
240000245,,false,,1,2023-08-08T14:45:32.000
240000246,,false,,1,2023-08-09T11:30:00.000
240000248,http://publicdata.usac.org/SL/Prd/Form470/351857/240000248/2023_CCSD_LF_10232023_Attachment%20A_Cost%20Proposal%20Form.xlsx,true,2023-09-12T17:09:23.000,1,2023-09-12T17:26:22.000
240000249,,false,,5,2023-08-08T20:20:23.000
240000253,http://publicdata.usac.org/SL/Prd/Form470/17005891/240000253/The%20Willow%20School%20C1%20RFP.pdf,true,2023-09-18T10:09:27.000,2,2023-09-18T10:47:25.000
240000254,,false,,1,2023-08-09T14:51:42.000
240000256,,false,,2,2023-08-09T14:30:06.000
240000257,,false,,2,2023-08-09T14:30:12.000
240000262,,false,,4,2023-08-09T15:11:51.000
240000263,http://publicdata.usac.org/SL/Prd/Form470/333361/240000263/SP24_RFP_NG10321%20RFP%20Document_Network%20Switching.pdf,true,2023-08-11T17:08:00.000,3800,2023-08-11T17:32:58.000
240000274,,false,,1,2023-08-18T11:46:20.000
240000280,http://publicdata.usac.org/SL/Prd/Form470/344942/240000280/239C2RFP24A.pdf,true,2023-09-19T09:09:50.000,1,2023-09-19T09:55:48.000
240000283,http://publicdata.usac.org/SL/Prd/Form470/345034/240000283/399RFP24A.pdf,true,2023-12-08T09:12:05.000,2,2023-12-08T09:31:03.000
240000285,http://publicdata.usac.org/SL/Prd/Form470/344754/240000285/426RFP24A.pdf,true,2023-10-05T09:10:16.000,1,2023-10-05T09:07:13.000
240000286,http://publicdata.usac.org/SL/Prd/Form470/344749/240000286/107RFPC1RFP.pdf,true,2023-10-19T17:10:29.000,1,2023-10-19T17:25:27.000
240000287,http://publicdata.usac.org/SL/Prd/Form470/344755/240000287/237RFPC224A.pdf,true,2023-11-15T16:11:11.000,1,2023-11-15T16:23:10.000
240000289,http://publicdata.usac.org/SL/Prd/Form470/344923/240000289/334RFP24A.pdf,true,2023-10-17T09:10:31.000,4,2023-10-17T09:27:29.000
240000292,http://publicdata.usac.org/SL/Prd/Form470/344950/240000292/RFP_All_C2_Sylvan_Grove_USD_299.pdf,true,2023-11-27T10:11:21.000,2,2023-11-27T10:23:20.000
240000293,http://publicdata.usac.org/SL/Prd/Form470/384521/240000293/RFP%20for%20All%20Services%20Thunder%20Ridge.pdf,true,2023-09-22T12:09:16.000,1,2023-09-22T12:20:14.000
240000298,,false,,1,2023-08-18T10:13:27.000
240000300,http://publicdata.usac.org/SL/Prd/Form470/336606/240000300/Shaker%20Heights%20Addenda%201%20Vendor%20Q_A.pdf,true,2023-10-09T14:10:00.000,1,2023-09-22T11:11:39.000
240000301,http://publicdata.usac.org/SL/Prd/Form470/336606/240000301/Shaker%20Heights%20ServSpec%20C2%20Equipment%20v2%2011.10.23.pdf,true,2023-11-13T13:11:27.000,57,2023-10-24T08:09:14.000
240000303,http://publicdata.usac.org/SL/Prd/Form470/347996/240000303/RFP%20No%2023%201248%20Tennyson%20Middle%20School%20Wireless%20Access%20Points.pdf,true,2023-08-29T10:08:14.000,20,2023-08-29T10:20:12.000
240000307,,false,,1,2023-08-14T12:09:34.000
240000310,http://publicdata.usac.org/SL/Prd/Form470/335815/240000310/LJLS%20RFP%20Network%202024.1.pdf,true,2023-08-14T15:08:28.000,1,2023-08-14T15:38:26.000
240000313,http://publicdata.usac.org/SL/Prd/Form470/344905/240000313/435C1RFP24A.pdf,true,2024-01-18T10:01:42.000,1,2024-01-18T10:46:40.000
240000314,http://publicdata.usac.org/SL/Prd/Form470/344735/240000314/223C2RFP24AB.pdf,true,2023-11-01T11:11:33.000,65,2023-11-01T11:24:31.000
240000317,http://publicdata.usac.org/SL/Prd/Form470/344914/240000317/473C1RFP24A.pdf,true,2024-01-17T11:01:50.000,1,2024-01-17T11:51:48.000
240000319,http://publicdata.usac.org/SL/Prd/Form470/344738/240000319/224C1RFP24A.pdf,true,2023-10-12T11:10:38.000,1,2023-10-12T11:09:37.000
240000320,http://publicdata.usac.org/SL/Prd/Form470/344731/240000320/333InternetRFP24A.pdf,true,2023-11-29T15:11:45.000,1,2023-11-29T15:56:44.000
240000322,,,,1,2024-02-26T16:47:14.000
240000326,http://publicdata.usac.org/SL/Prd/Form470/344723/240000326/408C2RFP24AA.pdf,true,2024-01-18T15:01:36.000,1,2024-01-18T15:10:35.000
240000329,http://publicdata.usac.org/SL/Prd/Form470/344727/240000329/398C2RFP24A2%20BID%20DEADLINE%20EXTENSION.pdf,true,2023-12-18T17:12:43.000,1,2023-10-02T16:51:35.000
240000332,http://publicdata.usac.org/SL/Prd/Form470/345006/240000332/376C2RFP24A.pdf,true,2023-10-25T09:10:13.000,1,2023-10-25T09:06:12.000
240000333,http://publicdata.usac.org/SL/Prd/Form470/345049/240000333/271C2RFP24AB.pdf,true,2023-10-26T10:10:15.000,51,2023-10-26T10:06:13.000
240000335,http://publicdata.usac.org/SL/Prd/Form470/344909/240000335/240C1RFP24A.pdf,true,2023-10-24T09:10:56.000,1,2023-10-24T09:32:54.000
240000336,http://publicdata.usac.org/SL/Prd/Form470/345050/240000336/432C2RFP24A.pdf,true,2024-01-24T09:01:58.000,32,2024-01-24T09:18:57.000
240000340,http://publicdata.usac.org/SL/Prd/Form470/344903/240000340/TCHC1RFP24ATipton.pdf,true,2024-01-31T13:01:51.000,1,2024-01-31T13:47:50.000
240000343,http://publicdata.usac.org/SL/Prd/Form470/17028160/240000343/Quote%201620430.pdf,true,2024-03-05T20:03:04.000,6,2024-03-05T20:41:02.000
240000344,http://publicdata.usac.org/SL/Prd/Form470/334012/240000344/RFP%20WAN_no%20special%20construction.docx,true,2023-10-18T14:10:48.000,17,2023-10-18T14:42:47.000
240000346,,false,,1,2023-08-16T11:16:35.000
240000349,http://publicdata.usac.org/SL/Prd/Form470/351742/240000349/RFP_NetworkWiring_FY2024.pdf,true,2023-08-16T14:08:33.000,15,2023-08-16T14:09:33.000
240000350,,false,,1,2023-08-16T14:18:52.000
240000352,,false,,2,2023-08-18T16:05:47.000
240000353,http://publicdata.usac.org/SL/Prd/Form470/351160/240000353/KUSD%200028%2024A5%20QnA.pdf,true,2023-09-05T11:09:53.000,1,2023-08-16T16:47:40.000
240000354,,false,,1,2023-08-22T06:45:54.000
240000356,http://publicdata.usac.org/SL/Prd/Form470/340636/240000356/WY_DarkFiber_LitFiberService_RFQ_2024.docx,true,2023-08-21T13:08:54.000,12,2023-08-21T13:57:52.000
240000357,,false,,1,2023-08-17T10:52:46.000
240000364,http://publicdata.usac.org/SL/Prd/Form470/351921/240000364/Arock_Service%20Report_240000364.pdf,true,2023-09-05T09:09:40.000,1,2023-09-05T09:23:39.000
240000366,http://publicdata.usac.org/SL/Prd/Form470/364519/240000366/2024_Na%20Wai%20Ola%20Public%20Charter%20School_IA_QuestionAnswer_Addendum.pdf,true,2024-02-05T17:02:32.000,1,2024-01-22T16:17:59.000
240000367,http://publicdata.usac.org/SL/Prd/Form470/339997/240000367/2024%20Mount%20Horeb%20C2%20Pricing%20Workbook.xlsx,true,2024-01-19T08:01:54.000,16,2024-01-19T08:02:53.000
240000369,http://publicdata.usac.org/SL/Prd/Form470/17023582/240000369/FY2024_Borden_Henryville_Schools_IA_RFP.pdf,true,2023-09-18T07:09:00.000,1,2023-09-18T07:34:58.000
240000372,http://publicdata.usac.org/SL/Prd/Form470/337608/240000372/Addendum%20Notice_470_01_240000372.pdf,true,2023-11-28T09:11:08.000,18,2023-11-10T14:10:34.000
240000373,,false,,1,2023-08-18T11:58:38.000
240000374,,false,,1,2023-08-18T12:02:04.000
240000375,http://publicdata.usac.org/SL/Prd/Form470/351935/240000375/Auburn%20School%20District%20Leased%20Lit%20Fiber%20Pricing%20Sheet.xlsx,true,2023-08-28T11:08:49.000,0,2023-08-28T11:43:47.000
240000377,http://publicdata.usac.org/SL/Prd/Form470/351935/240000377/Auburn%20Riverside%20%20WAP%20locations.pdf,true,2023-08-28T11:08:10.000,9,2023-08-28T11:44:08.000
240000378,http://publicdata.usac.org/SL/Prd/Form470/264598/240000378/FY2024%20Internet%20RFP%20for%20St%20Johns%20Evangelical%20Lutheran%20School%20Lanesville%20IN.docx,true,2023-08-21T10:08:02.000,1,2023-08-21T10:36:00.000
240000385,http://publicdata.usac.org/SL/Prd/Form470/351905/240000385/2023_NPSD_LF_101723_Attachment%20A_Cost%20Proposal%20Form.xlsx,true,2023-09-05T10:09:16.000,1,2023-09-05T10:50:14.000
240000392,,false,,3,2023-08-23T14:32:21.000
240000396,http://publicdata.usac.org/SL/Prd/Form470/369883/240000396/2023_RIVERBEND_LF_1042023_Attachment%20B_Special%20Construction%20Worksheet.xlsx,true,2023-08-22T19:08:54.000,1,2023-08-22T19:02:53.000
240000399,http://publicdata.usac.org/SL/Prd/Form470/401633/240000399/2023_IMESD_LF_1092023_Attachment%20A_Cost%20Proposal%20Form.xlsx,true,2023-08-24T10:08:48.000,2,2023-08-24T10:12:46.000
240000400,http://publicdata.usac.org/SL/Prd/Form470/17015867/240000400/2024%20C2%20RFP%20Ambassador%20Phillip%20V.%20Sanchez%20II%20Public%20Charter.pdf,true,2023-08-31T12:08:54.000,2,2023-08-31T12:35:52.000
240000403,http://publicdata.usac.org/SL/Prd/Form470/17014057/240000403/2024%20C2%20RFP%20Crescent%20Valley%20Public%20Charter%20II.pdf,true,2023-08-30T18:08:08.000,2,2023-08-30T18:42:07.000
240000404,,false,,1,2023-08-24T19:55:15.000
240000407,http://publicdata.usac.org/SL/Prd/Form470/17002196/240000407/Crescent%20View%20West%202024%20C1%20RFP.pdf,true,2023-08-30T18:08:31.000,1,2023-08-30T18:33:29.000
240000409,http://publicdata.usac.org/SL/Prd/Form470/17014059/240000409/2024%20C2%20RFP%20Diego%20Hills%20Central%20Public%20Charter.pdf,true,2023-08-30T18:08:11.000,2,2023-08-30T18:14:09.000
240000410,http://publicdata.usac.org/SL/Prd/Form470/17014061/240000410/2024%20C2%20RFP%20Diego%20Valley%20East%20Public%20Charter.pdf,true,2023-08-30T18:08:27.000,2,2023-08-30T18:07:26.000
240000413,http://publicdata.usac.org/SL/Prd/Form470/17021070/240000413/Flex%20High%20School%20Ohio%202024%20C1%20RFP.pdf,true,2023-08-30T17:08:33.000,2,2023-08-30T17:49:31.000
240000415,http://publicdata.usac.org/SL/Prd/Form470/374683/240000415/Life%20Skills%20Center%20Pontiac%202024%20C1%20RFP.pdf,true,2023-08-30T17:08:15.000,1,2023-08-30T17:42:13.000
240000417,http://publicdata.usac.org/SL/Prd/Form470/385082/240000417/2024%20C2%20RFP%20Mission%20View%20Public%20Charter.pdf,true,2023-08-30T17:08:57.000,1,2023-08-30T17:11:56.000
240000422,http://publicdata.usac.org/SL/Prd/Form470/17026027/240000422/Amendment%20to%20Cat%201%20470%20240000422.docx,true,2023-09-27T11:09:48.000,1,2023-08-23T15:02:44.000
240000425,http://publicdata.usac.org/SL/Prd/Form470/385812/240000425/Placeholder.docx,true,2023-08-23T18:08:27.000,1,2023-08-23T18:39:26.000
240000426,http://publicdata.usac.org/SL/Prd/Form470/17002403/240000426/Correct%20address%20is%2017667%20N%2091st%20Ave.docx,true,2023-08-28T13:08:10.000,1,2023-08-23T18:45:01.000
240000437,http://publicdata.usac.org/SL/Prd/Form470/400469/240000437/Idalia%20C2%20MIBS%20Scope%20of%20Work.pdf,true,2023-09-25T11:09:43.000,1,2023-09-25T11:05:42.000
240000438,,false,,2,2023-09-11T14:57:15.000
240000448,http://publicdata.usac.org/SL/Prd/Form470/256002/240000448/Centreville%20C1%20RFP%20updated.pdf,true,2023-08-28T17:08:43.000,2,2023-08-25T13:37:41.000
240000455,http://publicdata.usac.org/SL/Prd/Form470/333495/240000455/Appendix%20A_DTI230036%20Pricing%20Spreadsheet.xlsx,true,2023-11-01T09:11:13.000,50,2023-11-01T09:09:11.000
240000457,http://publicdata.usac.org/SL/Prd/Form470/334689/240000457/rfpCalhounIA24.pdf,true,2023-08-28T11:08:30.000,1,2023-08-28T11:09:28.000
240000459,,false,,4,2023-08-28T11:52:21.000
240000461,http://publicdata.usac.org/SL/Prd/Form470/402281/240000461/DTI230036%20DATA%20SVC%20Addendum%201.pdf,true,2023-11-29T16:11:59.000,350,2023-11-01T09:08:11.000
240000462,http://publicdata.usac.org/SL/Prd/Form470/402281/240000462/Appendix%20A_DTI230047_INTERNET%20Pricing%20Spreadsheet.xlsx,true,2023-11-01T09:11:42.000,20,2023-11-01T09:08:40.000
240000464,http://publicdata.usac.org/SL/Prd/Form470/337423/240000464/FY%202024%20WAN%20RFP%20%20Lake%20Station%20SC%20Polk%20Elem%20FINAL.pdf,true,2023-08-28T15:08:22.000,1,2023-08-28T15:56:21.000
240000466,http://publicdata.usac.org/SL/Prd/Form470/336996/240000466/WCSD_CAT1_Ferguson_Fiber_RFP_2024.pdf,true,2023-08-28T16:08:12.000,2,2023-08-28T16:34:10.000
240000468,http://publicdata.usac.org/SL/Prd/Form470/347465/240000468/2024%20RFP%20WORKSHEET%20%20MT%20VERNON%20ISD%20TX.pdf,true,2023-08-29T16:08:48.000,1,2023-08-29T16:30:46.000
240000469,http://publicdata.usac.org/SL/Prd/Form470/17000299/240000469/Amendment%201%20Combined.pdf,true,2023-09-18T13:09:27.000,1,2023-08-30T16:50:03.000
240000470,http://publicdata.usac.org/SL/Prd/Form470/346918/240000470/Broken%20Arrow%20FY2024%20Category%202%20Service%20Specifications%20Final.pdf,true,2023-09-27T14:09:15.000,110,2023-09-27T14:39:13.000
240000473,,false,,1,2023-08-29T13:18:17.000
240000474,http://publicdata.usac.org/SL/Prd/Form470/333717/240000474/NORFOLK%20PUBLIC%20LIBRARY%20SYSTEM%20Addendum.pdf,true,2023-11-07T10:11:06.000,53,2023-10-20T10:20:15.000
240000478,http://publicdata.usac.org/SL/Prd/Form470/347325/240000478/A%20ALT%20SITE%20LAN%20Refresh%20BoM%20vendor.xlsx,true,2023-08-29T18:08:03.000,200,2023-08-29T18:39:01.000
240000481,,false,,1,2023-08-30T10:17:11.000
240000482,http://publicdata.usac.org/SL/Prd/Form470/333951/240000482/ATTACHMENT%20A%20Barbour%20Proposal%20Pricing%20Sheet%20WAN%20RFP%202024.xlsx,true,2023-09-13T15:09:44.000,11,2023-09-13T15:47:43.000
240000483,http://publicdata.usac.org/SL/Prd/Form470/333907/240000483/2024%20Brooke%20County%20WAN%20RFP_Addendum%2003.pdf,true,2023-10-19T18:10:55.000,10,2023-09-27T13:04:31.000
240000491,http://publicdata.usac.org/SL/Prd/Form470/17035116/240000491/RFP%20Xavier%20School%20.docx,true,2023-08-30T16:08:25.000,3,2023-08-30T16:37:24.000
240000499,http://publicdata.usac.org/SL/Prd/Form470/348925/240000499/Alpine%20LCT%20Service%20Spec%20IA.pdf,true,2023-10-05T14:10:30.000,2,2023-10-05T14:43:28.000
240000500,http://publicdata.usac.org/SL/Prd/Form470/347399/240000500/Balch%20Springs%20LCT%20Service%20Spec%20IA.pdf,true,2023-10-03T16:10:41.000,1,2023-10-03T16:16:40.000
240000503,http://publicdata.usac.org/SL/Prd/Form470/17017325/240000503/City%20of%20Sinton%20LCT%20Service%20Spec%20IA.pdf,true,2023-10-06T17:10:45.000,1,2023-10-06T17:33:43.000
240000505,http://publicdata.usac.org/SL/Prd/Form470/347912/240000505/Copperas%20Cove%20LCT%20Service%20Spec%20IA.pdf,true,2023-10-06T14:10:51.000,1,2023-10-06T14:11:49.000
240000508,http://publicdata.usac.org/SL/Prd/Form470/397184/240000508/Hughes%20Springs%20LCT%20Service%20Spec%20IA.pdf,true,2023-10-03T15:10:01.000,1,2023-10-03T15:57:59.000
240000509,http://publicdata.usac.org/SL/Prd/Form470/347677/240000509/Kirbyville%20LCT%20Service%20Spec%20IA.pdf,true,2023-11-02T12:11:45.000,1,2023-11-02T12:33:43.000
240000518,http://publicdata.usac.org/SL/Prd/Form470/347604/240000518/Quitman%20LCT%20Service%20Spec%20IA.pdf,true,2023-10-13T15:10:58.000,1,2023-10-13T15:08:57.000
240000520,http://publicdata.usac.org/SL/Prd/Form470/348015/240000520/Coleman%20PL_470%20QA%20and%20Timeline%20Addendum_FY24.pdf,true,2023-11-07T14:11:50.000,1,2023-10-23T12:32:42.000
240000522,,false,,1,2023-08-31T12:27:05.000
240000525,http://publicdata.usac.org/SL/Prd/Form470/331345/240000525/FY24%20Hoosic%20Valley%20QandA_%20All%20proposals%20due%20on%20or%20by%20Jan%208%202024.pdf,true,2023-12-08T15:12:09.000,42,2023-11-29T12:50:02.000
240000528,,false,,1,2023-09-01T08:24:30.000
240000529,,false,,1,2023-12-20T11:19:52.000
240000532,http://publicdata.usac.org/SL/Prd/Form470/331517/240000532/Queensbury%20FY24%20C1%20Timeline%20Correction.pdf,true,2023-12-01T10:12:30.000,1,2023-12-01T08:48:42.000
240000533,http://publicdata.usac.org/SL/Prd/Form470/336522/240000533/Avon%20FY24%20C2%20IC%20Service%20Spec.pdf,true,2023-12-27T10:12:32.000,344,2023-12-27T10:25:30.000
240000535,http://publicdata.usac.org/SL/Prd/Form470/336622/240000535/Independence%20FY24%20C2%20MIBS%20Service%20Spec.pdf,true,2023-09-22T08:09:38.000,1,2023-09-22T08:12:37.000
240000537,http://publicdata.usac.org/SL/Prd/Form470/348502/240000537/Ethel%20Whipple_470%20QA%20Addendum_FY24.pdf,true,2023-11-08T15:11:17.000,1,2023-10-25T12:51:10.000
240000541,http://publicdata.usac.org/SL/Prd/Form470/337371/240000541/MSDLT%20RFP%20for%20Internet%20Service%20Final.pdf,true,2023-11-29T10:11:35.000,1,2023-11-29T10:02:33.000
240000542,http://publicdata.usac.org/SL/Prd/Form470/349272/240000542/FY24%20Telluride%20QandA_%20All%20proposals%20due%20on%20or%20by%20Dec%201%202023.pdf,true,2023-11-02T12:11:40.000,1,2023-10-17T15:51:31.000
240000546,http://publicdata.usac.org/SL/Prd/Form470/361075/240000546/2024_Camp%20Wood%20PL_IA_Service%20Specifications.pdf,true,2023-09-25T14:09:51.000,1,2023-09-25T14:31:50.000
240000547,http://publicdata.usac.org/SL/Prd/Form470/348097/240000547/2024_CAPL_IA_MIBS_Service%20Specs.pdf,true,2023-11-10T15:11:47.000,1,2023-11-10T15:06:46.000
240000548,http://publicdata.usac.org/SL/Prd/Form470/352702/240000548/2023_Dickens%20County%20Spur%20PL_IA_Service%20Specs.pdf,true,2023-10-16T16:10:20.000,1,2023-10-16T16:10:17.000
240000552,http://publicdata.usac.org/SL/Prd/Form470/328054/240000552/BRRSD%20Firewall%20Scope%20of%20Work%202024.docx,true,2023-09-05T09:09:43.000,2,2023-09-05T09:17:41.000
240000556,http://publicdata.usac.org/SL/Prd/Form470/348548/240000556/2024_Elgin%20PL_IA_QuestionAnswer_Addendum.pdf,true,2024-01-19T15:01:05.000,1,2024-01-12T12:21:44.000
